track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,val_2,2,VID_20220217_105252_F-1.png,413,247,NULL,VID_20220217_105252_F3.png,472,155,NULL
1,baya,2,VID_20220217_105252_F-1.png,833,448,NULL,VID_20220217_105252_F3.png,966,313,NULL
2,baya,2,VID_20220217_105252_F-1.png,797,426,NULL,VID_20220217_105252_F3.png,925,290,NULL
3,baya,2,VID_20220217_105252_F-1.png,739,412,NULL,VID_20220217_105252_F3.png,861,278,NULL
4,baya,2,VID_20220217_105252_F-1.png,901,408,NULL,VID_20220217_105252_F3.png,1003,301,NULL
5,baya,2,VID_20220217_105252_F-1.png,641,438,NULL,VID_20220217_105252_F3.png,765,310,NULL
6,baya,2,VID_20220217_105252_F-1.png,862,379,NULL,VID_20220217_105252_F3.png,961,267,NULL
7,baya,2,VID_20220217_105252_F-1.png,791,374,NULL,VID_20220217_105252_F3.png,899,250,NULL
8,baya,2,VID_20220217_105252_F-1.png,884,445,NULL,VID_20220217_105252_F3.png,1001,327,NULL
9,baya,2,VID_20220217_105252_F-1.png,926,455,NULL,VID_20220217_105252_F3.png,1013,367,NULL
10,baya,2,VID_20220217_105252_F-1.png,606,512,NULL,VID_20220217_105252_F3.png,728,415,NULL
11,baya,2,VID_20220217_105252_F-1.png,589,458,NULL,VID_20220217_105252_F3.png,701,351,NULL
12,baya,2,VID_20220217_105252_F-1.png,821,402,NULL,VID_20220217_105252_F3.png,938,276,NULL
13,baya,2,VID_20220217_105252_F-1.png,722,469,NULL,VID_20220217_105252_F3.png,871,317,NULL
14,baya,2,VID_20220217_105252_F-1.png,792,466,NULL,VID_20220217_105252_F3.png,931,332,NULL
15,baya,2,VID_20220217_105252_F-1.png,859,416,NULL,VID_20220217_105252_F3.png,974,293,NULL
16,val_1,2,VID_20220217_105252_F-1.png,384,246,NULL,VID_20220217_105252_F3.png,439,154,NULL
17,baya,2,VID_20220217_105252_F-1.png,686,447,NULL,VID_20220217_105252_F3.png,819,312,NULL
18,baya,2,VID_20220217_105252_F-1.png,691,489,NULL,VID_20220217_105252_F3.png,835,358,NULL
19,baya,2,VID_20220217_105252_F-1.png,852,472,NULL,VID_20220217_105252_F3.png,968,348,NULL
20,baya,2,VID_20220217_105252_F-1.png,695,402,NULL,VID_20220217_105252_F3.png,815,272,NULL
21,cal_2,2,VID_20220217_105252_F-1.png,702,260,NULL,VID_20220217_105252_F3.png,775,170,NULL
22,baya,2,VID_20220217_105252_F-1.png,653,483,NULL,VID_20220217_105252_F3.png,796,342,NULL
23,cal_1,2,VID_20220217_105252_F-1.png,644,257,NULL,VID_20220217_105252_F3.png,717,168,NULL
24,val_1,2,VID_20220217_105252_F-1.png,326,244,NULL,VID_20220217_105252_F3.png,372,150,NULL
25,baya,2,VID_20220217_105252_F-1.png,913,446,NULL,VID_20220217_105252_F3.png,1012,344,NULL
26,baya,2,VID_20220217_105252_F-1.png,750,490,NULL,VID_20220217_105252_F3.png,886,359,NULL
27,val_2,2,VID_20220217_105252_F-1.png,471,250,NULL,VID_20220217_105252_F3.png,536,159,NULL
28,baya,2,VID_20220217_105252_F-1.png,893,483,NULL,VID_20220217_105252_F3.png,1003,397,NULL
29,baya,2,VID_20220217_105252_F-1.png,782,492,NULL,VID_20220217_105252_F3.png,914,368,NULL
