cloud_name,label
VID_20220217_101324_mod4_1_23.ply,0
VID_20220217_101324_mod4_5_21.ply,0
VID_20220217_101324_mod4_7_15.ply,0
VID_20220217_101324_mod4_3_17.ply,0
VID_20220217_101324_mod4_8_15.ply,0
VID_20220217_101324_mod4_2_15.ply,0
VID_20220217_101324_mod4_18_24.ply,0
VID_20220217_101324_mod4_5_18.ply,0
VID_20220217_101324_mod4_2_23.ply,0
VID_20220217_101324_mod4_11_22.ply,0
VID_20220217_101324_mod4_11_24.ply,0
VID_20220217_101324_mod4_10_24.ply,0
VID_20220217_101324_mod4_3_21.ply,0
VID_20220217_101324_mod4_2_19.ply,0
VID_20220217_101324_mod4_10_21.ply,0
VID_20220217_101324_mod4_1_8.ply,0
VID_20220217_101324_mod4_12_23.ply,0
VID_20220217_101324_mod4_3_13.ply,0
VID_20220217_101324_mod4_10_16.ply,0
VID_20220217_101324_mod4_6_23.ply,0
