track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,baya,2,VID_20220217_104904_F-1.png,617,468,NULL,VID_20220217_104904_F3.png,618,312,NULL
1,val_1,2,VID_20220217_104904_F-1.png,408,315,NULL,VID_20220217_104904_F3.png,360,127,NULL
2,val_2,2,VID_20220217_104904_F-1.png,433,317,NULL,VID_20220217_104904_F3.png,391,130,NULL
3,baya,2,VID_20220217_104904_F-1.png,629,436,NULL,VID_20220217_104904_F3.png,626,282,NULL
4,baya,2,VID_20220217_104904_F-1.png,796,537,NULL,VID_20220217_104904_F3.png,808,385,NULL
5,baya,2,VID_20220217_104904_F-1.png,770,490,NULL,VID_20220217_104904_F3.png,781,325,NULL
6,baya,2,VID_20220217_104904_F-1.png,725,537,NULL,VID_20220217_104904_F3.png,767,344,NULL
7,val_1,2,VID_20220217_104904_F-1.png,360,311,NULL,VID_20220217_104904_F3.png,297,120,NULL
8,baya,2,VID_20220217_104904_F-1.png,693,484,NULL,VID_20220217_104904_F3.png,722,280,NULL
9,baya,2,VID_20220217_104904_F-1.png,730,470,NULL,VID_20220217_104904_F3.png,753,268,NULL
10,baya,2,VID_20220217_104904_F-1.png,646,482,NULL,VID_20220217_104904_F3.png,642,342,NULL
11,baya,2,VID_20220217_104904_F-1.png,655,448,NULL,VID_20220217_104904_F3.png,666,262,NULL
12,baya,2,VID_20220217_104904_F-1.png,672,470,NULL,VID_20220217_104904_F3.png,699,326,NULL
13,baya,2,VID_20220217_104904_F-1.png,683,532,NULL,VID_20220217_104904_F3.png,717,353,NULL
14,cal_2,2,VID_20220217_104904_F-1.png,556,327,NULL,VID_20220217_104904_F3.png,534,145,NULL
15,val_2,2,VID_20220217_104904_F-1.png,482,320,NULL,VID_20220217_104904_F3.png,450,137,NULL
16,baya,2,VID_20220217_104904_F-1.png,776,545,NULL,VID_20220217_104904_F3.png,814,359,NULL
17,baya,2,VID_20220217_104904_F-1.png,823,508,NULL,VID_20220217_104904_F3.png,830,352,NULL
18,baya,2,VID_20220217_104904_F-1.png,734,511,NULL,VID_20220217_104904_F3.png,776,295,NULL
19,baya,2,VID_20220217_104904_F-1.png,787,508,NULL,VID_20220217_104904_F3.png,818,310,NULL
20,cal_1,2,VID_20220217_104904_F-1.png,507,323,NULL,VID_20220217_104904_F3.png,479,139,NULL
