track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,val_1,2,VID_20220217_111141_F0.png,942,537,NULL,VID_20220217_111141_F-1.png,906,427,NULL
1,keypoint,2,VID_20220217_111141_F0.png,463,140,NULL,VID_20220217_111141_F-1.png,484,82,NULL
2,baya,2,VID_20220217_111141_F0.png,804,21,558.36215,VID_20220217_111141_F-1.png,428,293,NULL
3,val_2,2,VID_20220217_111141_F0.png,916,537,NULL,VID_20220217_111141_F-1.png,882,427,NULL
4,keypoint,2,VID_20220217_111141_F0.png,862,138,NULL,VID_20220217_111141_F-1.png,790,141,NULL
5,cal_1,2,VID_20220217_111141_F0.png,839,537,NULL,VID_20220217_111141_F-1.png,807,425,NULL
6,baya,2,VID_20220217_111141_F0.png,908,14,568.7447,VID_20220217_111141_F-1.png,516,281,NULL
7,baya,2,VID_20220217_111141_F0.png,277,51,554.09855,VID_20220217_111141_F-1.png,625,307,NULL
8,cal_2,2,VID_20220217_111141_F0.png,788,538,NULL,VID_20220217_111141_F-1.png,757,423,NULL
9,baya,2,VID_20220217_111141_F0.png,426,30,495.0636,VID_20220217_111141_F-1.png,654,286,NULL
10,val_2,2,VID_20220217_111141_F0.png,865,537,NULL,VID_20220217_111141_F-1.png,832,426,NULL
11,baya,2,VID_20220217_111141_F0.png,130,79,693.65698,VID_20220217_111141_F-1.png,673,321,NULL
12,baya,2,VID_20220217_111141_F0.png,-6,63,625.89801,VID_20220217_111141_F-1.png,456,324,NULL
13,baya,2,VID_20220217_111141_F0.png,312,37,485.58355,VID_20220217_111141_F-1.png,561,304,NULL
14,baya,2,VID_20220217_111141_F0.png,932,40,600.79811,VID_20220217_111141_F-1.png,481,314,NULL
15,baya,2,VID_20220217_111141_F0.png,376,16,449.38348,VID_20220217_111141_F-1.png,491,270,NULL
16,baya,2,VID_20220217_111141_F0.png,-230,51,931.44625,VID_20220217_111141_F-1.png,607,292,NULL
17,baya,2,VID_20220217_111141_F0.png,1032,13,528.88922,VID_20220217_111141_F-1.png,682,294,NULL
18,val_1,2,VID_20220217_111141_F0.png,994,537,NULL,VID_20220217_111141_F-1.png,956,430,NULL
19,keypoint,2,VID_20220217_111141_F0.png,746,211,NULL,VID_20220217_111141_F-1.png,700,142,NULL
20,keypoint,2,VID_20220217_111141_F0.png,973,291,NULL,VID_20220217_111141_F-1.png,891,218,NULL
