,track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,0,baya,0.0,0.0,0.0,VID_20220217_102300_F-1.png,834,462,0,0.0,0.0,,,-1.0,,,,
1,0,1,baya,0.0,0.0,0.0,VID_20220217_102300_F3.png,951,296,0,0.0,0.0,3566.53,-4429.54,-1.0,3558.65,-4529.94,,
2,1,0,val_2,-16.4536,-12.3165,60.8433,VID_20220217_102300_F-1.png,545,243,0,0.0,0.0,548.043,245.737,4.09266,568.253,259.854,,1.92027
3,1,1,val_2,-16.4536,-12.3165,60.8433,VID_20220217_102300_F3.png,588,112,0,0.0,0.0,591.377,116.984,6.0204,605.267,94.063,,1.92027
4,2,0,baya,-9.70303,-2.57771,62.5242,VID_20220217_102300_F-1.png,725,477,0,0.0,0.0,725.045,476.786,0.218883,748.788,482.672,,
5,2,1,baya,-9.70303,-2.57771,62.5242,VID_20220217_102300_F3.png,846,313,0,0.0,0.0,846.702,314.211,1.40011,856.764,289.033,,
6,3,0,baya,-14.0536,-3.30222,63.4994,VID_20220217_102300_F-1.png,622,461,0,0.0,0.0,623.47,461.34,1.50876,647.018,466.503,,
7,3,1,baya,-14.0536,-3.30222,63.4994,VID_20220217_102300_F3.png,715,323,0,0.0,0.0,716.143,324.272,1.71073,727.789,299.128,,
8,4,0,baya,-6.04377,-1.85247,63.4147,VID_20220217_102300_F-1.png,817,494,0,0.0,0.0,817.024,494.007,0.0255563,840.182,500.631,,
9,4,1,baya,-6.04377,-1.85247,63.4147,VID_20220217_102300_F3.png,940,342,0,0.0,0.0,939.951,342.634,0.63577,948.498,317.965,,
10,5,0,baya,-4.32869,-7.35463,62.736,VID_20220217_102300_F-1.png,858,368,0,0.0,0.0,857.432,367.85,0.587674,869.85,387.539,,
11,5,1,baya,-4.32869,-7.35463,62.736,VID_20220217_102300_F3.png,930,238,0,0.0,0.0,930.602,240.41,2.48445,939.293,217.391,,
12,6,0,baya,-11.1014,-3.33494,62.8921,VID_20220217_102300_F-1.png,692,460,0,0.0,0.0,692.288,459.875,0.314518,715.678,466.431,,
13,6,1,baya,-11.1014,-3.33494,62.8921,VID_20220217_102300_F3.png,799,308,0,0.0,0.0,800.0,309.401,1.72115,810.627,284.429,,
14,7,0,baya,-6.39622,-4.68925,61.4429,VID_20220217_102300_F-1.png,803,426,0,0.0,0.0,803.516,426.49,0.711383,823.677,440.282,,
15,7,1,baya,-6.39622,-4.68925,61.4429,VID_20220217_102300_F3.png,918,254,0,0.0,0.0,917.621,255.532,1.57854,926.82,231.112,,
16,8,0,val_1,-19.3175,-12.5385,60.8118,VID_20220217_102300_F-1.png,471,237,0,0.0,0.0,475.491,240.353,5.60474,496.677,253.185,1.8993,
17,8,1,val_1,-19.3175,-12.5385,60.8118,VID_20220217_102300_F3.png,504,104,0,0.0,0.0,508.051,109.139,6.54356,523.025,86.0845,1.8993,
18,9,0,baya,0.0,0.0,0.0,VID_20220217_102300_F-1.png,737,399,0,0.0,0.0,,,-1.0,,,,
19,9,1,baya,0.0,0.0,0.0,VID_20220217_102300_F3.png,846,231,0,0.0,0.0,3566.53,-4429.54,-1.0,3558.65,-4529.94,,
20,10,0,baya,0.0,0.0,0.0,VID_20220217_102300_F-1.png,865,450,0,0.0,0.0,,,-1.0,,,,
21,10,1,baya,0.0,0.0,0.0,VID_20220217_102300_F3.png,967,302,0,0.0,0.0,3566.53,-4429.54,-1.0,3558.65,-4529.94,,
22,11,0,baya,-8.14774,-4.17944,60.7391,VID_20220217_102300_F-1.png,757,437,0,0.0,0.0,757.37,437.252,0.44828,779.871,448.023,,
23,11,1,baya,-8.14774,-4.17944,60.7391,VID_20220217_102300_F3.png,884,247,0,0.0,0.0,884.158,248.835,1.84133,894.021,223.818,,
24,12,0,baya,-10.6305,-8.39629,61.5788,VID_20220217_102300_F-1.png,698,340,0,0.0,0.0,698.252,340.447,0.513196,717.826,354.874,,
25,12,1,baya,-10.6305,-8.39629,61.5788,VID_20220217_102300_F3.png,773,195,0,0.0,0.0,774.915,198.42,3.9191,786.12,174.814,,
26,13,0,baya,-12.7786,-5.55765,62.7847,VID_20220217_102300_F-1.png,649,408,0,0.0,0.0,650.791,409.003,2.05321,673.226,418.108,,
27,13,1,baya,-12.7786,-5.55765,62.7847,VID_20220217_102300_F3.png,735,268,0,0.0,0.0,735.758,269.616,1.78514,747.267,245.189,,
28,14,0,val_1,-21.2136,-12.6475,60.7971,VID_20220217_102300_F-1.png,422,234,0,0.0,0.0,427.469,237.713,6.61018,449.169,249.785,,
29,14,1,val_1,-21.2136,-12.6475,60.7971,VID_20220217_102300_F3.png,446,99,0,0.0,0.0,450.872,104.472,7.32632,466.567,81.3145,,
30,15,0,baya,-13.2247,-0.907251,64.7773,VID_20220217_102300_F-1.png,649,516,0,0.0,0.0,649.831,515.802,0.85435,673.487,517.317,,
31,15,1,baya,-13.2247,-0.907251,64.7773,VID_20220217_102300_F3.png,752,393,0,0.0,0.0,752.823,393.673,1.06335,763.739,368.199,,
32,16,0,baya,-8.21402,-2.54323,61.7798,VID_20220217_102300_F-1.png,758,476,0,0.0,0.0,759.193,476.874,1.47899,782.943,483.736,,
33,16,1,baya,-8.21402,-2.54323,61.7798,VID_20220217_102300_F3.png,892,298,0,0.0,0.0,891.213,298.597,0.98749,900.79,273.355,,
34,17,0,baya,-6.86934,-3.30029,62.3666,VID_20220217_102300_F-1.png,793,459,0,0.0,0.0,794.232,460.03,1.60597,816.431,469.983,,
35,17,1,baya,-6.86934,-3.30029,62.3666,VID_20220217_102300_F3.png,914,297,0,0.0,0.0,912.926,297.502,1.18571,922.04,272.864,,
36,18,0,baya,-11.2097,-1.96865,63.9741,VID_20220217_102300_F-1.png,694,492,0,0.0,0.0,694.273,491.771,0.356882,717.921,495.646,,
37,18,1,baya,-11.2097,-1.96865,63.9741,VID_20220217_102300_F3.png,802,355,0,0.0,0.0,802.789,355.889,1.1889,813.174,330.782,,
38,19,0,baya,-10.0058,-6.98226,61.9398,VID_20220217_102300_F-1.png,715,374,0,0.0,0.0,715.288,374.307,0.420804,735.624,387.549,,
39,19,1,baya,-10.0058,-6.98226,61.9398,VID_20220217_102300_F3.png,800,226,0,0.0,0.0,801.307,228.626,2.93337,812.069,204.715,,
40,20,0,baya,-9.49219,-1.31561,63.7433,VID_20220217_102300_F-1.png,734,506,0,0.0,0.0,734.685,506.295,0.74538,758.553,509.382,,
41,20,1,baya,-9.49219,-1.31561,63.7433,VID_20220217_102300_F3.png,856,361,0,0.0,0.0,855.884,361.344,0.363092,865.591,336.161,,
42,21,0,baya,-11.4449,-7.19912,61.3868,VID_20220217_102300_F-1.png,676,367,0,0.0,0.0,677.044,367.788,1.3078,698.223,380.22,,
43,21,1,baya,-11.4449,-7.19912,61.3868,VID_20220217_102300_F3.png,764,210,0,0.0,0.0,765.284,212.776,3.05832,776.678,188.63,,
44,22,0,cal_1,-11.591,-12.0405,60.9041,VID_20220217_102300_F-1.png,669,250,0,0.0,0.0,671.091,252.521,3.27543,688.582,269.475,,
45,22,1,cal_1,-11.591,-12.0405,60.9041,VID_20220217_102300_F3.png,722,124,0,0.0,0.0,723.464,128.193,4.44109,735.542,105.537,,
46,23,0,baya,-7.87056,-0.939854,63.0808,VID_20220217_102300_F-1.png,771,514,0,0.0,0.0,771.768,514.522,0.928659,795.946,517.216,,
47,23,1,baya,-7.87056,-0.939854,63.0808,VID_20220217_102300_F3.png,907,353,0,0.0,0.0,906.46,353.205,0.577812,915.59,327.896,,
48,24,0,baya,-11.8126,-4.27034,61.9705,VID_20220217_102300_F-1.png,670,437,0,0.0,0.0,670.628,437.11,0.637434,693.937,444.973,,
49,24,1,baya,-11.8126,-4.27034,61.9705,VID_20220217_102300_F3.png,777,272,0,0.0,0.0,778.191,273.889,2.23281,789.311,248.862,,
50,25,0,baya,0.0,0.0,0.0,VID_20220217_102300_F-1.png,623,484,0,0.0,12.1529,,,-1.0,,,,
51,25,1,baya,0.0,0.0,0.0,VID_20220217_102300_F3.png,705,368,0,0.0,3.09463e-41,3566.53,-4429.54,-1.0,3558.65,-4529.94,,
52,26,0,cal_2,-9.59689,-11.8885,60.9279,VID_20220217_102300_F-1.png,720,254,0,1.58347e-43,1.1350499999999999e-43,721.476,256.208,2.65588,737.311,274.513,,
53,26,1,cal_2,-9.59689,-11.8885,60.9279,VID_20220217_102300_F3.png,774,129,0,1.1350499999999999e-43,1.1350499999999999e-43,775.031,133.072,4.20105,786.368,110.514,,
54,27,0,baya,-10.3437,-4.87849,61.6994,VID_20220217_102300_F-1.png,705,422,0,0.0,0.0,705.911,422.549,1.06308,728.427,432.458,,
55,27,1,baya,-10.3437,-4.87849,61.6994,VID_20220217_102300_F3.png,813,256,0,0.0,0.0,813.464,257.717,1.77887,824.134,232.987,,
56,28,0,val_2,-18.3672,-12.4754,60.8466,VID_20220217_102300_F-1.png,496,239,0,0.0,0.0,499.758,242.008,4.81377,520.64,255.244,,
57,28,1,val_2,-18.3672,-12.4754,60.8466,VID_20220217_102300_F3.png,532,107,0,1.4013e-45,1.4013e-45,535.988,112.191,6.54609,550.598,89.1913,,
0,0,0,cal_2,-8.26719,-1.32837,50.6746,VID_20220217_105340_F-1.png,712,498,0,0.0,0.0,712.828,498.305,0.881804,742.754,502.792,,
1,0,1,cal_2,-8.26719,-1.32837,50.6746,VID_20220217_105340_F3.png,673,539,0,0.0,0.0,673.665,538.763,0.705986,653.971,560.779,,
2,1,0,val_1,-2.57133,-1.14252,53.0997,VID_20220217_105340_F-1.png,889,505,0,0.0,0.0,889.033,505.037,0.0496098,915.467,515.997,2.20906,
3,1,1,val_1,-2.57133,-1.14252,53.0997,VID_20220217_105340_F3.png,860,553,0,0.0,0.0,859.94,552.952,0.0766191,837.83,573.569,2.20906,
4,2,0,baya,-19.9389,-6.13781,45.9628,VID_20220217_105340_F-1.png,290,342,0,0.0,0.0,297.094,344.477,7.51399,329.033,353.652,,
5,2,1,baya,-19.9389,-6.13781,45.9628,VID_20220217_105340_F3.png,261,408,0,0.0,0.0,268.415,409.481,7.56099,255.177,436.083,,
6,3,0,baya,-13.6918,-10.4989,48.1643,VID_20220217_105340_F-1.png,523,220,0,0.0,0.0,526.772,223.447,5.10943,552.079,241.555,,
7,3,1,baya,-13.6918,-10.4989,48.1643,VID_20220217_105340_F3.png,410,313,0,0.0,0.0,414.58,315.203,5.08208,397.502,343.11,,
8,4,0,baya,0.0,0.0,0.0,VID_20220217_105340_F-1.png,393,306,0,0.0,0.0,,,-1.0,,,,
9,4,1,baya,0.0,0.0,0.0,VID_20220217_105340_F3.png,320,391,0,0.0,0.0,-1701.2,3448.79,-1.0,-1785.5,3482.78,,
10,5,0,baya,-15.7714,-9.75793,47.7644,VID_20220217_105340_F-1.png,451,239,0,0.0,0.0,456.242,243.067,6.63408,483.588,258.855,,
11,5,1,baya,-15.7714,-9.75793,47.7644,VID_20220217_105340_F3.png,359,323,0,0.0,0.0,363.63,324.746,4.94811,347.875,352.417,,
12,6,0,baya,-13.0801,-9.36452,47.9708,VID_20220217_105340_F-1.png,541,253,0,0.0,0.0,544.599,256.081,4.73739,570.634,273.474,,
13,6,1,baya,-13.0801,-9.36452,47.9708,VID_20220217_105340_F3.png,432,352,0,0.0,0.0,436.002,353.562,4.296,418.519,380.929,,
14,7,0,baya,-17.8635,-8.52246,46.9805,VID_20220217_105340_F-1.png,374,273,0,0.0,0.0,379.381,275.873,6.09998,408.889,289.009,,
15,7,1,baya,-17.8635,-8.52246,46.9805,VID_20220217_105340_F3.png,304,350,0,0.0,0.0,310.711,352.275,7.08598,296.241,379.624,,
16,8,0,baya,-11.9586,-6.17089,49.6924,VID_20220217_105340_F-1.png,592,357,0,0.0,0.0,593.772,357.888,1.98257,621.241,371.115,,
17,8,1,baya,-11.9586,-6.17089,49.6924,VID_20220217_105340_F3.png,529,413,0,0.0,0.0,532.39,414.33,3.64178,514.543,439.342,,
18,9,0,baya,-19.5344,-7.63815,46.2832,VID_20220217_105340_F-1.png,308,296,0,0.0,0.0,315.13,299.34,7.87337,346.038,310.618,,
19,9,1,baya,-19.5344,-7.63815,46.2832,VID_20220217_105340_F3.png,260,370,0,0.0,0.0,267.388,371.869,7.62089,253.945,399.049,,
20,10,0,baya,-15.4206,-8.31363,47.279,VID_20220217_105340_F-1.png,458,281,0,0.0,0.0,462.433,283.845,5.26715,491.029,298.231,,
21,10,1,baya,-15.4206,-8.31363,47.279,VID_20220217_105340_F3.png,370,371,0,0.0,0.0,374.954,372.542,5.18858,358.923,399.665,,
22,11,0,baya,-12.8027,-10.1866,48.9996,VID_20220217_105340_F-1.png,559,235,0,0.0,0.0,562.089,237.908,4.24253,586.618,256.121,,
23,11,1,baya,-12.8027,-10.1866,48.9996,VID_20220217_105340_F3.png,456,315,0,0.0,0.0,460.168,317.212,4.719,442.643,344.597,,
24,12,0,baya,-11.2948,-5.09256,50.3315,VID_20220217_105340_F-1.png,617,390,0,0.0,0.0,618.724,390.856,1.92448,646.544,402.561,,
25,12,1,baya,-11.2948,-5.09256,50.3315,VID_20220217_105340_F3.png,568,434,0,0.0,0.0,570.406,434.773,2.52683,552.293,458.995,,
26,13,0,baya,-14.0413,-9.21576,46.7805,VID_20220217_105340_F-1.png,498,250,0,0.0,0.0,502.383,253.519,5.62099,529.833,270.331,,
