track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,baya,2,VID_20220217_104747_F0.png,608,323,21.56131,VID_20220217_104747_F3.png,636,183,NULL
1,baya,2,VID_20220217_104747_F0.png,487,280,22.34199,VID_20220217_104747_F3.png,539,155,NULL
2,baya,2,VID_20220217_104747_F0.png,524,322,22.74661,VID_20220217_104747_F3.png,571,172,NULL
3,baya,2,VID_20220217_104747_F0.png,604,426,20.66519,VID_20220217_104747_F3.png,626,271,NULL
4,baya,2,VID_20220217_104747_F0.png,632,397,22.01269,VID_20220217_104747_F3.png,652,251,NULL
5,baya,2,VID_20220217_104747_F0.png,546,388,23.13547,VID_20220217_104747_F3.png,581,222,NULL
6,val_1,2,VID_20220217_104747_F0.png,860,547,NULL,VID_20220217_104747_F3.png,855,417,NULL
7,baya,2,VID_20220217_104747_F0.png,596,284,23.5648,VID_20220217_104747_F3.png,630,157,NULL
8,baya,2,VID_20220217_104747_F0.png,570,305,23.36125,VID_20220217_104747_F3.png,604,161,NULL
9,val_2,2,VID_20220217_104747_F0.png,779,548,NULL,VID_20220217_104747_F3.png,779,413,NULL
10,baya,2,VID_20220217_104747_F0.png,635,347,21.97908,VID_20220217_104747_F3.png,658,210,NULL
11,val_1,2,VID_20220217_104747_F0.png,914,547,NULL,VID_20220217_104747_F3.png,905,419,NULL
12,baya,2,VID_20220217_104747_F0.png,455,383,24.72125,VID_20220217_104747_F3.png,504,241,NULL
13,baya,2,VID_20220217_104747_F0.png,636,304,22.82296,VID_20220217_104747_F3.png,661,183,NULL
14,baya,2,VID_20220217_104747_F0.png,443,356,21.82574,VID_20220217_104747_F3.png,497,204,NULL
15,baya,2,VID_20220217_104747_F0.png,413,437,20.78004,VID_20220217_104747_F3.png,458,283,NULL
16,keypoint,2,VID_20220217_104747_F0.png,770,281,NULL,VID_20220217_104747_F3.png,768,186,NULL
17,baya,2,VID_20220217_104747_F0.png,510,399,22.62532,VID_20220217_104747_F3.png,550,239,NULL
18,cal_1,2,VID_20220217_104747_F0.png,751,547,NULL,VID_20220217_104747_F3.png,753,411,NULL
19,keypoint,2,VID_20220217_104747_F0.png,313,116,NULL,VID_20220217_104747_F3.png,424,22,NULL
20,baya,2,VID_20220217_104747_F0.png,400,340,22.22438,VID_20220217_104747_F3.png,461,194,NULL
21,baya,2,VID_20220217_104747_F0.png,567,435,17.44143,VID_20220217_104747_F3.png,594,283,NULL
22,baya,2,VID_20220217_104747_F0.png,573,351,23.55925,VID_20220217_104747_F3.png,604,197,NULL
23,keypoint,2,VID_20220217_104747_F0.png,661,199,NULL,VID_20220217_104747_F3.png,681,98,NULL
24,cal_2,2,VID_20220217_104747_F0.png,696,548,NULL,VID_20220217_104747_F3.png,703,409,NULL
25,keypoint,2,VID_20220217_104747_F0.png,794,123,NULL,VID_20220217_104747_F3.png,784,88,NULL
26,baya,2,VID_20220217_104747_F0.png,463,320,24.30615,VID_20220217_104747_F3.png,517,174,NULL
27,baya,2,VID_20220217_104747_F0.png,486,363,25.35035,VID_20220217_104747_F3.png,526,216,NULL
28,baya,2,VID_20220217_104747_F0.png,389,370,23.27445,VID_20220217_104747_F3.png,443,233,NULL
29,baya,2,VID_20220217_104747_F0.png,369,408,20.29704,VID_20220217_104747_F3.png,423,265,NULL
30,baya,2,VID_20220217_104747_F0.png,509,363,23.38005,VID_20220217_104747_F3.png,550,197,NULL
31,baya,2,VID_20220217_104747_F0.png,603,389,22.66848,VID_20220217_104747_F3.png,629,225,NULL
32,baya,2,VID_20220217_104747_F0.png,570,405,19.36853,VID_20220217_104747_F3.png,597,246,NULL
33,val_2,2,VID_20220217_104747_F0.png,833,546,NULL,VID_20220217_104747_F3.png,829,416,NULL
