track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,val_1,2,VID_20220217_104242_F-1.png,208,214,NULL,VID_20220217_104242_F3.png,336,147,NULL
1,baya,2,VID_20220217_104242_F-1.png,660,435,NULL,VID_20220217_104242_F3.png,857,301,NULL
2,val_1,2,VID_20220217_104242_F-1.png,270,217,NULL,VID_20220217_104242_F3.png,403,150,NULL
3,baya,2,VID_20220217_104242_F-1.png,761,454,NULL,VID_20220217_104242_F3.png,908,395,NULL
4,baya,2,VID_20220217_104242_F-1.png,549,471,NULL,VID_20220217_104242_F3.png,743,351,NULL
5,baya,2,VID_20220217_104242_F-1.png,758,410,NULL,VID_20220217_104242_F3.png,894,358,NULL
6,baya,2,VID_20220217_104242_F-1.png,709,440,NULL,VID_20220217_104242_F3.png,898,315,NULL
7,baya,2,VID_20220217_104242_F-1.png,567,419,NULL,VID_20220217_104242_F3.png,746,314,NULL
8,baya,2,VID_20220217_104242_F-1.png,602,329,NULL,VID_20220217_104242_F3.png,764,230,NULL
9,baya,2,VID_20220217_104242_F-1.png,530,389,NULL,VID_20220217_104242_F3.png,678,321,NULL
10,baya,2,VID_20220217_104242_F-1.png,681,401,NULL,VID_20220217_104242_F3.png,858,287,NULL
11,baya,2,VID_20220217_104242_F-1.png,611,431,NULL,VID_20220217_104242_F3.png,803,305,NULL
12,baya,2,VID_20220217_104242_F-1.png,605,485,NULL,VID_20220217_104242_F3.png,807,356,NULL
13,baya,2,VID_20220217_104242_F-1.png,698,476,NULL,VID_20220217_104242_F3.png,888,364,NULL
14,baya,2,VID_20220217_104242_F-1.png,739,466,NULL,VID_20220217_104242_F3.png,910,380,NULL
15,val_2,2,VID_20220217_104242_F-1.png,362,221,NULL,VID_20220217_104242_F3.png,499,157,NULL
16,baya,2,VID_20220217_104242_F-1.png,574,489,NULL,VID_20220217_104242_F3.png,760,392,NULL
17,baya,2,VID_20220217_104242_F-1.png,657,478,NULL,VID_20220217_104242_F3.png,855,351,NULL
18,baya,2,VID_20220217_104242_F-1.png,524,429,NULL,VID_20220217_104242_F3.png,698,332,NULL
19,baya,2,VID_20220217_104242_F-1.png,516,458,NULL,VID_20220217_104242_F3.png,681,381,NULL
20,cal_1,2,VID_20220217_104242_F-1.png,392,223,NULL,VID_20220217_104242_F3.png,531,159,NULL
21,cal_2,2,VID_20220217_104242_F-1.png,453,226,NULL,VID_20220217_104242_F3.png,592,162,NULL
22,baya,2,VID_20220217_104242_F-1.png,633,380,NULL,VID_20220217_104242_F3.png,809,267,NULL
23,baya,2,VID_20220217_104242_F-1.png,704,361,NULL,VID_20220217_104242_F3.png,851,273,NULL
24,baya,2,VID_20220217_104242_F-1.png,680,324,NULL,VID_20220217_104242_F3.png,836,228,NULL
25,val_2,2,VID_20220217_104242_F-1.png,300,218,NULL,VID_20220217_104242_F3.png,436,152,NULL
