,subnube1,tamaño_subnube1,subnube2,tamaño_subnube2,matcheos,overlap,rmse,radio,giros,nube_completa
0,0.0,5.0,0.0,5.0,5.0,5.0,8.047261077702481e-16,0.1,4.0,40.0
1,0.0,5.0,0.0,5.0,5.0,5.0,8.047261077702481e-16,0.2,4.0,40.0
2,0.0,5.0,0.0,5.0,5.0,5.0,8.844883746765672e-16,0.3,4.0,40.0
3,0.0,5.0,0.0,5.0,5.0,5.0,9.352287601913268e-16,0.4,4.0,40.0
4,0.0,5.0,0.0,5.0,5.0,5.0,8.881453961825065e-16,0.5,4.0,40.0
5,0.0,5.0,0.0,5.0,5.0,5.0,8.882157533973001e-16,1.0,4.0,40.0
6,0.0,5.0,1.0,5.0,2.0,2.0,0.11721753929328455,0.1,4.0,40.0
7,0.0,5.0,1.0,5.0,2.0,2.0,0.11721753929328455,0.2,4.0,40.0
8,0.0,5.0,1.0,5.0,2.0,2.0,0.11721753929328455,0.3,4.0,40.0
9,0.0,5.0,1.0,5.0,2.0,2.0,0.11721753929328455,0.4,4.0,40.0
10,0.0,5.0,1.0,5.0,3.0,2.0,0.21061599504094047,0.5,4.0,40.0
11,0.0,5.0,1.0,5.0,4.0,2.0,0.525657060982956,1.0,4.0,40.0
12,0.0,5.0,2.0,5.0,2.0,2.0,0.051562598121597636,0.1,4.0,40.0
13,0.0,5.0,2.0,5.0,2.0,2.0,0.051562598121597636,0.2,4.0,40.0
14,0.0,5.0,2.0,5.0,2.0,2.0,0.051562598121597636,0.3,4.0,40.0
15,0.0,5.0,2.0,5.0,2.0,2.0,0.051562598121597636,0.4,4.0,40.0
16,0.0,5.0,2.0,5.0,2.0,2.0,0.051562598121597636,0.5,4.0,40.0
17,0.0,5.0,2.0,5.0,4.0,2.0,0.5399759316345734,1.0,4.0,40.0
18,0.0,5.0,3.0,5.0,2.0,1.0,0.10690421979447895,0.1,4.0,40.0
19,0.0,5.0,3.0,5.0,2.0,1.0,0.10690421979447895,0.2,4.0,40.0
20,0.0,5.0,3.0,5.0,3.0,1.0,0.09507560739441057,0.3,4.0,40.0
21,0.0,5.0,3.0,5.0,3.0,1.0,0.09507560739441057,0.4,4.0,40.0
22,0.0,5.0,3.0,5.0,3.0,1.0,0.09507560739441057,0.5,4.0,40.0
23,0.0,5.0,3.0,5.0,3.0,1.0,0.09507560739441062,1.0,4.0,40.0
24,0.0,5.0,4.0,5.0,2.0,1.0,0.028860057289396113,0.1,4.0,40.0
25,0.0,5.0,4.0,5.0,2.0,1.0,0.028860057289396113,0.2,4.0,40.0
26,0.0,5.0,4.0,5.0,2.0,1.0,0.028860057289396113,0.3,4.0,40.0
27,0.0,5.0,4.0,5.0,3.0,1.0,0.045400885428825054,0.4,4.0,40.0
