track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,val_1,2,VID_20220217_111321_F0.png,446,149,NULL,VID_20220217_111321_F-1.png,382,296,NULL
1,val_2,2,VID_20220217_111321_F0.png,473,150,NULL,VID_20220217_111321_F-1.png,408,298,NULL
2,keypoint,2,VID_20220217_111321_F0.png,1013,494,NULL,VID_20220217_111321_F-1.png,861,629,NULL
3,cal_2,2,VID_20220217_111321_F0.png,694,153,NULL,VID_20220217_111321_F-1.png,619,321,NULL
4,baya,2,VID_20220217_111321_F0.png,860,228,24.46978,VID_20220217_111321_F-1.png,753,449,NULL
5,baya,2,VID_20220217_111321_F0.png,809,210,27.84191,VID_20220217_111321_F-1.png,710,424,NULL
6,baya,2,VID_20220217_111321_F0.png,860,414,28.62254,VID_20220217_111321_F-1.png,715,647,NULL
7,baya,2,VID_20220217_111321_F0.png,753,166,25.24837,VID_20220217_111321_F-1.png,662,378,NULL
8,baya,2,VID_20220217_111321_F0.png,834,334,26.8479,VID_20220217_111321_F-1.png,708,569,NULL
9,baya,2,VID_20220217_111321_F0.png,704,383,25.71867,VID_20220217_111321_F-1.png,607,559,NULL
10,baya,2,VID_20220217_111321_F0.png,655,319,24.68299,VID_20220217_111321_F-1.png,563,514,NULL
11,baya,2,VID_20220217_111321_F0.png,1027,318,28.20815,VID_20220217_111321_F-1.png,895,526,NULL
12,baya,2,VID_20220217_111321_F0.png,834,254,26.55485,VID_20220217_111321_F-1.png,714,505,NULL
13,baya,2,VID_20220217_111321_F0.png,795,437,27.57716,VID_20220217_111321_F-1.png,678,629,NULL
14,baya,2,VID_20220217_111321_F0.png,903,270,26.71198,VID_20220217_111321_F-1.png,781,499,NULL
15,baya,2,VID_20220217_111321_F0.png,903,303,27.53343,VID_20220217_111321_F-1.png,769,556,NULL
16,baya,2,VID_20220217_111321_F0.png,965,382,27.24647,VID_20220217_111321_F-1.png,820,599,NULL
17,baya,2,VID_20220217_111321_F0.png,948,389,26.09693,VID_20220217_111321_F-1.png,794,629,NULL
18,baya,2,VID_20220217_111321_F0.png,720,188,23.76741,VID_20220217_111321_F-1.png,632,367,NULL
19,baya,2,VID_20220217_111321_F0.png,1077,357,26.64507,VID_20220217_111321_F-1.png,935,554,NULL
20,baya,2,VID_20220217_111321_F0.png,1072,311,21.88333,VID_20220217_111321_F-1.png,936,522,NULL
21,baya,2,VID_20220217_111321_F0.png,1033,367,27.16211,VID_20220217_111321_F-1.png,890,565,NULL
22,baya,2,VID_20220217_111321_F0.png,820,210,25.67041,VID_20220217_111321_F-1.png,708,461,NULL
23,baya,2,VID_20220217_111321_F0.png,783,392,28.22091,VID_20220217_111321_F-1.png,660,609,NULL
24,cal_1,2,VID_20220217_111321_F0.png,639,153,NULL,VID_20220217_111321_F-1.png,566,315,NULL
25,baya,2,VID_20220217_111321_F0.png,666,272,25.73908,VID_20220217_111321_F-1.png,574,474,NULL
26,baya,2,VID_20220217_111321_F0.png,857,293,27.45633,VID_20220217_111321_F-1.png,741,526,NULL
27,baya,2,VID_20220217_111321_F0.png,615,320,24.30514,VID_20220217_111321_F-1.png,535,486,NULL
28,baya,2,VID_20220217_111321_F0.png,995,309,28.85065,VID_20220217_111321_F-1.png,859,540,NULL
29,keypoint,2,VID_20220217_111321_F0.png,531,580,NULL,VID_20220217_111321_F-1.png,485,615,NULL
30,baya,2,VID_20220217_111321_F0.png,703,359,25.49216,VID_20220217_111321_F-1.png,615,518,NULL
31,baya,2,VID_20220217_111321_F0.png,725,261,23.40342,VID_20220217_111321_F-1.png,630,460,NULL
32,baya,2,VID_20220217_111321_F0.png,1005,367,25.57655,VID_20220217_111321_F-1.png,859,580,NULL
33,baya,2,VID_20220217_111321_F0.png,945,330,27.76563,VID_20220217_111321_F-1.png,805,570,NULL
34,baya,2,VID_20220217_111321_F0.png,987,287,26.70431,VID_20220217_111321_F-1.png,864,497,NULL
35,val_1,2,VID_20220217_111321_F0.png,391,148,NULL,VID_20220217_111321_F-1.png,330,289,NULL
36,keypoint,2,VID_20220217_111321_F0.png,665,505,NULL,VID_20220217_111321_F-1.png,578,620,NULL
37,baya,2,VID_20220217_111321_F0.png,748,412,28.47543,VID_20220217_111321_F-1.png,639,581,NULL
38,val_2,2,VID_20220217_111321_F0.png,528,151,NULL,VID_20220217_111321_F-1.png,461,304,NULL
39,baya,2,VID_20220217_111321_F0.png,741,215,23.78613,VID_20220217_111321_F-1.png,644,430,NULL
40,keypoint,2,VID_20220217_111321_F0.png,931,574,NULL,VID_20220217_111321_F-1.png,778,693,NULL
41,baya,2,VID_20220217_111321_F0.png,918,346,27.41824,VID_20220217_111321_F-1.png,770,603,NULL
