,track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,1084,baya,2,VID_20220217_112402_F0.png,668,476,20.10995,VID_20220217_112402_F3.png,681,494,NULL
1,1089,baya,2,VID_20220217_112402_F0.png,841,388,NULL,VID_20220217_112402_F3.png,175,364,644.11056
2,1110,baya,2,VID_20220217_112402_F0.png,536,407,21.91461,VID_20220217_112402_F3.png,531,428,NULL
3,1100,baya,2,VID_20220217_112402_F0.png,763,284,NULL,VID_20220217_112402_F3.png,94,291,650.67574
4,1097,baya,2,VID_20220217_112402_F0.png,886,399,22.6073,VID_20220217_112402_F3.png,846,422,NULL
5,1093,baya,2,VID_20220217_112402_F0.png,830,321,25.10777,VID_20220217_112402_F3.png,815,353,NULL
6,1105,baya,2,VID_20220217_112402_F0.png,705,284,23.24328,VID_20220217_112402_F3.png,700,315,NULL
7,10000,cal_2,2,VID_20220217_112402_F0.png,672,167,NULL,VID_20220217_112402_F3.png,662,201,NULL
8,877,keypoint,2,VID_20220217_112402_F0.png,587,577,NULL,VID_20220217_112402_F3.png,610,598,NULL
9,878,keypoint,2,VID_20220217_112402_F0.png,445,641,NULL,VID_20220217_112402_F3.png,450,668,NULL
10,876,keypoint,2,VID_20220217_112402_F0.png,890,636,NULL,VID_20220217_112402_F3.png,872,634,NULL
11,875,keypoint,2,VID_20220217_112402_F0.png,921,511,NULL,VID_20220217_112402_F3.png,883,525,NULL
12,1116,baya,2,VID_20220217_112402_F0.png,739,374,11.28688,VID_20220217_112402_F3.png,755,403,NULL
13,1090,baya,2,VID_20220217_112402_F0.png,808,427,24.02603,VID_20220217_112402_F3.png,801,452,NULL
14,1104,baya,2,VID_20220217_112402_F0.png,650,296,24.36801,VID_20220217_112402_F3.png,655,327,NULL
15,1103,baya,2,VID_20220217_112402_F0.png,696,316,23.83212,VID_20220217_112402_F3.png,700,348,NULL
16,1101,baya,2,VID_20220217_112402_F0.png,748,335,24.42949,VID_20220217_112402_F3.png,757,368,NULL
17,1114,baya,2,VID_20220217_112402_F0.png,589,308,20.45336,VID_20220217_112402_F3.png,583,331,NULL
18,10001,val_2,2,VID_20220217_112402_F0.png,444,171,NULL,VID_20220217_112402_F3.png,446,191,NULL
19,1107,baya,2,VID_20220217_112402_F0.png,649,355,NULL,VID_20220217_112402_F3.png,9,-331,977.20576
20,1102,baya,2,VID_20220217_112402_F0.png,724,344,NULL,VID_20220217_112402_F3.png,85,-434,1043.71887
21,1099,baya,2,VID_20220217_112402_F0.png,777,282,22.9,VID_20220217_112402_F3.png,767,317,NULL
22,1098,baya,2,VID_20220217_112402_F0.png,783,325,22.30874,VID_20220217_112402_F3.png,777,356,NULL
23,1086,baya,2,VID_20220217_112402_F0.png,753,415,24.32879,VID_20220217_112402_F3.png,762,438,NULL
24,1092,baya,2,VID_20220217_112402_F0.png,851,363,24.41311,VID_20220217_112402_F3.png,838,394,NULL
25,1094,baya,2,VID_20220217_112402_F0.png,864,322,23.30021,VID_20220217_112402_F3.png,832,351,NULL
26,1109,baya,2,VID_20220217_112402_F0.png,637,418,21.73684,VID_20220217_112402_F3.png,645,443,NULL
27,1112,baya,2,VID_20220217_112402_F0.png,557,355,12.62458,VID_20220217_112402_F3.png,566,381,NULL
28,1096,baya,2,VID_20220217_112402_F0.png,917,368,20.9571,VID_20220217_112402_F3.png,868,396,NULL
29,1117,baya,2,VID_20220217_112402_F0.png,744,269,17.85497,VID_20220217_112402_F3.png,731,302,NULL
30,10002,cal_1,2,VID_20220217_112402_F0.png,615,168,NULL,VID_20220217_112402_F3.png,611,200,NULL
31,1085,baya,2,VID_20220217_112402_F0.png,736,437,NULL,VID_20220217_112402_F3.png,82,-157,900.894
32,1108,baya,2,VID_20220217_112402_F0.png,628,352,21.77453,VID_20220217_112402_F3.png,629,377,NULL
33,1095,baya,2,VID_20220217_112402_F0.png,908,331,23.65798,VID_20220217_112402_F3.png,869,365,NULL
34,1115,baya,2,VID_20220217_112402_F0.png,599,242,13.46143,VID_20220217_112402_F3.png,603,271,NULL
35,1091,baya,2,VID_20220217_112402_F0.png,872,428,NULL,VID_20220217_112402_F3.png,199,553,648.98993
36,1088,baya,2,VID_20220217_112402_F0.png,813,349,21.70023,VID_20220217_112402_F3.png,809,381,NULL
37,1087,baya,2,VID_20220217_112402_F0.png,801,355,NULL,VID_20220217_112402_F3.png,146,-46,782.7846
38,10003,val_1,2,VID_20220217_112402_F0.png,358,172,NULL,VID_20220217_112402_F3.png,355,186,NULL
39,10004,val_2,2,VID_20220217_112402_F0.png,387,172,NULL,VID_20220217_112402_F3.png,385,187,NULL
40,10005,val_1,2,VID_20220217_112402_F0.png,301,173,NULL,VID_20220217_112402_F3.png,293,182,NULL
41,1106,baya,2,VID_20220217_112402_F0.png,669,378,13.86542,VID_20220217_112402_F3.png,688,406,NULL
42,1128,baya,2,VID_20220217_112339_F0.png,727,335,27.67255,VID_20220217_112339_F3.png,808,305,NULL
43,10006,val_1,2,VID_20220217_112339_F0.png,365,162,NULL,VID_20220217_112339_F3.png,451,133,NULL
44,1129,baya,2,VID_20220217_112339_F0.png,750,377,NULL,VID_20220217_112339_F3.png,109,5,781.89586
45,1130,baya,2,VID_20220217_112339_F0.png,760,374,27.21213,VID_20220217_112339_F3.png,825,333,NULL
46,10007,val_2,2,VID_20220217_112339_F0.png,395,161,NULL,VID_20220217_112339_F3.png,478,134,NULL
47,1140,baya,2,VID_20220217_112339_F0.png,859,448,25.84982,VID_20220217_112339_F3.png,853,399,NULL
48,1139,baya,2,VID_20220217_112339_F0.png,561,344,23.52743,VID_20220217_112339_F3.png,658,309,NULL
49,10008,val_2,2,VID_20220217_112339_F0.png,454,160,NULL,VID_20220217_112339_F3.png,531,139,NULL
50,1138,baya,2,VID_20220217_112339_F0.png,688,436,26.23833,VID_20220217_112339_F3.png,766,388,NULL
51,10009,cal_2,2,VID_20220217_112339_F0.png,694,154,NULL,VID_20220217_112339_F3.png,728,155,NULL
52,10010,val_1,2,VID_20220217_112339_F0.png,306,163,NULL,VID_20220217_112339_F3.png,392,129,NULL
53,1132,baya,2,VID_20220217_112339_F0.png,834,423,27.50873,VID_20220217_112339_F3.png,849,378,NULL
54,1121,baya,2,VID_20220217_112339_F0.png,873,345,25.2127,VID_20220217_112339_F3.png,881,318,NULL
55,1131,baya,2,VID_20220217_112339_F0.png,786,421,26.0,VID_20220217_112339_F3.png,823,378,NULL
56,1126,baya,2,VID_20220217_112339_F0.png,844,306,26.07393,VID_20220217_112339_F3.png,856,289,NULL
57,1135,baya,2,VID_20220217_112339_F0.png,614,284,26.4849,VID_20220217_112339_F3.png,698,255,NULL
58,1122,baya,2,VID_20220217_112339_F0.png,881,377,24.24046,VID_20220217_112339_F3.png,872,344,NULL
59,1120,baya,2,VID_20220217_112339_F0.png,892,348,23.94081,VID_20220217_112339_F3.png,855,308,NULL
60,1124,baya,2,VID_20220217_112339_F0.png,805,297,NULL,VID_20220217_112339_F3.png,148,-71,765.45125
61,10011,cal_1,2,VID_20220217_112339_F0.png,633,155,NULL,VID_20220217_112339_F3.png,681,152,NULL
62,1125,baya,2,VID_20220217_112339_F0.png,768,284,27.23061,VID_20220217_112339_F3.png,800,261,NULL
63,1133,baya,2,VID_20220217_112339_F0.png,686,325,31.17002,VID_20220217_112339_F3.png,764,289,NULL
64,1118,baya,2,VID_20220217_112339_F0.png,938,428,23.60085,VID_20220217_112339_F3.png,899,384,NULL
65,1134,baya,2,VID_20220217_112339_F0.png,662,284,27.19357,VID_20220217_112339_F3.png,739,259,NULL
66,1137,baya,2,VID_20220217_112339_F0.png,676,368,27.54959,VID_20220217_112339_F3.png,769,331,NULL
67,1119,baya,2,VID_20220217_112339_F0.png,910,367,NULL,VID_20220217_112339_F3.png,469,6307,5963.6223
68,1127,baya,2,VID_20220217_112339_F0.png,755,278,NULL,VID_20220217_112339_F3.png,112,429,691.88358
69,1123,baya,2,VID_20220217_112339_F0.png,810,357,26.54807,VID_20220217_112339_F3.png,849,322,NULL
70,872,keypoint,2,VID_20220217_112339_F0.png,918,665,NULL,VID_20220217_112339_F3.png,923,557,NULL
71,873,keypoint,2,VID_20220217_112339_F0.png,600,593,NULL,VID_20220217_112339_F3.png,695,517,NULL
72,871,keypoint,2,VID_20220217_112339_F0.png,956,528,NULL,VID_20220217_112339_F3.png,929,457,NULL
73,874,keypoint,2,VID_20220217_112339_F0.png,456,651,NULL,VID_20220217_112339_F3.png,542,582,NULL
74,3137,baya,2,VID_20220217_112310_F0.png,597,423,26.01622,VID_20220217_112310_F3.png,668,422,NULL
75,10012,val_2,2,VID_20220217_112310_F0.png,456,169,NULL,VID_20220217_112310_F3.png,491,154,NULL
76,3112,baya,2,VID_20220217_112310_F0.png,939,286,26.87423,VID_20220217_112310_F3.png,961,281,NULL
77,3125,baya,2,VID_20220217_112310_F0.png,683,241,27.37818,VID_20220217_112310_F3.png,750,239,NULL
78,3139,baya,2,VID_20220217_112310_F0.png,581,472,24.15854,VID_20220217_112310_F3.png,646,473,NULL
79,3114,baya,2,VID_20220217_112310_F0.png,987,367,26.5602,VID_20220217_112310_F3.png,998,360,NULL
80,3141,baya,2,VID_20220217_112310_F0.png,658,362,26.16987,VID_20220217_112310_F3.png,727,359,NULL
81,3129,baya,2,VID_20220217_112310_F0.png,694,361,26.31158,VID_20220217_112310_F3.png,774,360,NULL
82,3117,baya,2,VID_20220217_112310_F0.png,841,322,29.96681,VID_20220217_112310_F3.png,900,317,NULL
83,10013,val_1,2,VID_20220217_112310_F0.png,371,165,NULL,VID_20220217_112310_F3.png,397,146,NULL
84,3113,baya,2,VID_20220217_112310_F0.png,984,322,27.09899,VID_20220217_112310_F3.png,993,315,NULL
85,3124,baya,2,VID_20220217_112310_F0.png,713,265,26.11033,VID_20220217_112310_F3.png,790,266,NULL
86,3122,baya,2,VID_20220217_112310_F0.png,827,379,27.81596,VID_20220217_112310_F3.png,889,378,NULL
87,3123,baya,2,VID_20220217_112310_F0.png,839,432,27.36329,VID_20220217_112310_F3.png,895,424,NULL
88,3135,baya,2,VID_20220217_112310_F0.png,618,489,23.99101,VID_20220217_112310_F3.png,692,490,NULL
89,3121,baya,2,VID_20220217_112310_F0.png,763,253,28.17912,VID_20220217_112310_F3.png,829,255,NULL
90,3107,baya,2,VID_20220217_112310_F0.png,873,354,26.10111,VID_20220217_112310_F3.png,937,348,NULL
91,3132,baya,2,VID_20220217_112310_F0.png,677,408,26.44431,VID_20220217_112310_F3.png,754,405,NULL
92,10014,val_2,2,VID_20220217_112310_F0.png,399,166,NULL,VID_20220217_112310_F3.png,428,148,NULL
93,10015,cal_1,2,VID_20220217_112310_F0.png,485,170,NULL,VID_20220217_112310_F3.png,520,157,NULL
94,3116,baya,2,VID_20220217_112310_F0.png,872,284,24.7422,VID_20220217_112310_F3.png,918,282,NULL
95,3126,baya,2,VID_20220217_112310_F0.png,713,211,24.76525,VID_20220217_112310_F3.png,764,208,NULL
96,3130,baya,2,VID_20220217_112310_F0.png,738,393,26.99468,VID_20220217_112310_F3.png,815,390,NULL
97,3120,baya,2,VID_20220217_112310_F0.png,805,291,26.13262,VID_20220217_112310_F3.png,865,287,NULL
98,3119,baya,2,VID_20220217_112310_F0.png,777,313,26.8185,VID_20220217_112310_F3.png,850,313,NULL
99,3131,baya,2,VID_20220217_112310_F0.png,716,442,28.17288,VID_20220217_112310_F3.png,797,440,NULL
100,10016,cal_2,2,VID_20220217_112310_F0.png,541,172,NULL,VID_20220217_112310_F3.png,578,162,NULL
101,3140,baya,2,VID_20220217_112310_F0.png,604,516,23.27823,VID_20220217_112310_F3.png,664,514,NULL
102,10017,val_1,2,VID_20220217_112310_F0.png,315,163,NULL,VID_20220217_112310_F3.png,332,140,NULL
103,3111,baya,2,VID_20220217_112310_F0.png,950,289,NULL,VID_20220217_112310_F3.png,1175,689,426.10676
104,3109,baya,2,VID_20220217_112310_F0.png,938,389,26.72314,VID_20220217_112310_F3.png,968,383,NULL
105,3108,baya,2,VID_20220217_112310_F0.png,877,399,27.49129,VID_20220217_112310_F3.png,934,394,NULL
106,3106,baya,2,VID_20220217_112310_F0.png,892,319,23.90233,VID_20220217_112310_F3.png,937,315,NULL
107,3110,baya,2,VID_20220217_112310_F0.png,931,360,27.29288,VID_20220217_112310_F3.png,975,355,NULL
108,3133,baya,2,VID_20220217_112310_F0.png,645,447,24.34952,VID_20220217_112310_F3.png,722,443,NULL
109,3118,baya,2,VID_20220217_112310_F0.png,802,351,27.48236,VID_20220217_112310_F3.png,882,351,NULL
110,3127,baya,2,VID_20220217_112310_F0.png,650,278,26.16621,VID_20220217_112310_F3.png,724,281,NULL
111,3128,baya,2,VID_20220217_112310_F0.png,686,315,26.66333,VID_20220217_112310_F3.png,760,316,NULL
112,1153,baya,2,VID_20220217_112247_F0.png,825,349,21.93468,VID_20220217_112247_F3.png,948,427,NULL
113,1151,baya,2,VID_20220217_112247_F0.png,791,336,19.42807,VID_20220217_112247_F3.png,925,416,NULL
114,1171,baya,2,VID_20220217_112247_F0.png,594,376,NULL,VID_20220217_112247_F3.png,55,-576,1238.91
115,10018,val_2,2,VID_20220217_112247_F0.png,380,170,NULL,VID_20220217_112247_F3.png,472,210,NULL
116,10019,val_1,2,VID_20220217_112247_F0.png,352,169,NULL,VID_20220217_112247_F3.png,441,205,NULL
117,10020,cal_2,2,VID_20220217_112247_F0.png,655,174,NULL,VID_20220217_112247_F3.png,758,238,NULL
118,1146,baya,2,VID_20220217_112247_F0.png,623,304,21.27769,VID_20220217_112247_F3.png,772,384,NULL
119,1156,baya,2,VID_20220217_112247_F0.png,918,375,20.35387,VID_20220217_112247_F3.png,1014,451,NULL
120,1141,baya,2,VID_20220217_112247_F0.png,636,224,19.88291,VID_20220217_112247_F3.png,762,292,NULL
121,1169,baya,2,VID_20220217_112247_F0.png,643,460,15.70637,VID_20220217_112247_F3.png,763,538,NULL
122,1147,baya,2,VID_20220217_112247_F0.png,575,309,15.6016,VID_20220217_112247_F3.png,700,380,NULL
123,1165,baya,2,VID_20220217_112247_F0.png,722,390,21.16979,VID_20220217_112247_F3.png,861,470,NULL
