track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,val_2,2,VID_20220217_101621_F0.png,529,193,NULL,VID_20220217_101621_F3.png,540,274,NULL
1,baya,2,VID_20220217_101621_F0.png,609,301,16.73813,VID_20220217_101621_F3.png,624,403,NULL
2,baya,2,VID_20220217_101621_F0.png,740,367,21.86784,VID_20220217_101621_F3.png,741,490,NULL
3,baya,2,VID_20220217_101621_F0.png,760,329,18.91554,VID_20220217_101621_F3.png,760,456,NULL
4,baya,2,VID_20220217_101621_F0.png,641,346,18.96363,VID_20220217_101621_F3.png,653,461,NULL
5,baya,2,VID_20220217_101621_F0.png,628,307,18.1388,VID_20220217_101621_F3.png,640,423,NULL
6,baya,2,VID_20220217_101621_F0.png,911,328,22.06873,VID_20220217_101621_F3.png,904,429,NULL
7,baya,2,VID_20220217_101621_F0.png,878,355,20.31317,VID_20220217_101621_F3.png,875,449,NULL
8,baya,2,VID_20220217_101621_F0.png,609,405,18.42783,VID_20220217_101621_F3.png,628,496,NULL
9,baya,2,VID_20220217_101621_F0.png,954,366,20.82457,VID_20220217_101621_F3.png,942,468,NULL
10,baya,2,VID_20220217_101621_F0.png,806,334,16.44409,VID_20220217_101621_F3.png,807,434,NULL
11,baya,2,VID_20220217_101621_F0.png,921,391,18.33271,VID_20220217_101621_F3.png,910,482,NULL
12,baya,2,VID_20220217_101621_F0.png,776,342,19.80953,VID_20220217_101621_F3.png,783,448,NULL
13,baya,2,VID_20220217_101621_F0.png,593,335,20.95221,VID_20220217_101621_F3.png,610,431,NULL
14,keypoint,2,VID_20220217_101621_F0.png,457,605,NULL,VID_20220217_101621_F3.png,515,610,NULL
15,baya,2,VID_20220217_101621_F0.png,734,308,20.26193,VID_20220217_101621_F3.png,734,436,NULL
16,baya,2,VID_20220217_101621_F0.png,716,428,18.61069,VID_20220217_101621_F3.png,726,524,NULL
17,cal_1,2,VID_20220217_101621_F0.png,579,192,NULL,VID_20220217_101621_F3.png,589,274,NULL
18,baya,2,VID_20220217_101621_F0.png,652,278,17.56662,VID_20220217_101621_F3.png,664,389,NULL
19,baya,2,VID_20220217_101621_F0.png,645,410,18.48509,VID_20220217_101621_F3.png,658,507,NULL
20,baya,2,VID_20220217_101621_F0.png,814,361,20.41461,VID_20220217_101621_F3.png,812,468,NULL
21,keypoint,2,VID_20220217_101621_F0.png,717,633,NULL,VID_20220217_101621_F3.png,725,673,NULL
22,baya,2,VID_20220217_101621_F0.png,668,437,17.98763,VID_20220217_101621_F3.png,678,537,NULL
23,val_2,2,VID_20220217_101621_F0.png,480,194,NULL,VID_20220217_101621_F3.png,492,274,NULL
24,baya,2,VID_20220217_101621_F0.png,849,396,20.30204,VID_20220217_101621_F3.png,841,502,NULL
25,baya,2,VID_20220217_101621_F0.png,683,361,20.6407,VID_20220217_101621_F3.png,692,485,NULL
26,val_1,2,VID_20220217_101621_F0.png,455,194,NULL,VID_20220217_101621_F3.png,468,274,NULL
27,baya,2,VID_20220217_101621_F0.png,699,268,17.60721,VID_20220217_101621_F3.png,707,359,NULL
28,baya,2,VID_20220217_101621_F0.png,696,320,22.08023,VID_20220217_101621_F3.png,702,451,NULL
29,baya,2,VID_20220217_101621_F0.png,711,388,21.43944,VID_20220217_101621_F3.png,717,499,NULL
30,baya,2,VID_20220217_101621_F0.png,691,411,20.00248,VID_20220217_101621_F3.png,699,524,NULL
31,keypoint,2,VID_20220217_101621_F0.png,498,433,NULL,VID_20220217_101621_F3.png,533,494,NULL
32,baya,2,VID_20220217_101621_F0.png,694,281,22.1338,VID_20220217_101621_F3.png,702,390,NULL
33,baya,2,VID_20220217_101621_F0.png,814,428,20.9896,VID_20220217_101621_F3.png,811,517,NULL
34,baya,2,VID_20220217_101621_F0.png,882,402,18.53366,VID_20220217_101621_F3.png,871,498,NULL
35,baya,2,VID_20220217_101621_F0.png,858,360,19.36647,VID_20220217_101621_F3.png,852,470,NULL
36,baya,2,VID_20220217_101621_F0.png,771,429,21.78002,VID_20220217_101621_F3.png,773,516,NULL
37,baya,2,VID_20220217_101621_F0.png,658,310,19.49567,VID_20220217_101621_F3.png,667,434,NULL
38,baya,2,VID_20220217_101621_F0.png,838,350,20.12935,VID_20220217_101621_F3.png,837,443,NULL
39,cal_2,2,VID_20220217_101621_F0.png,629,192,NULL,VID_20220217_101621_F3.png,639,273,NULL
40,val_1,2,VID_20220217_101621_F0.png,406,195,NULL,VID_20220217_101621_F3.png,420,273,NULL
41,keypoint,2,VID_20220217_101621_F0.png,569,533,NULL,VID_20220217_101621_F3.png,601,592,NULL
42,baya,2,VID_20220217_101621_F0.png,795,393,19.7617,VID_20220217_101621_F3.png,794,490,NULL
