track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,baya,2,VID_20220217_111049_F-1.png,609,429,NULL,VID_20220217_111049_F3.png,779,366,NULL
1,baya,2,VID_20220217_111049_F-1.png,685,492,NULL,VID_20220217_111049_F3.png,871,421,NULL
2,cal_1,2,VID_20220217_111049_F-1.png,582,275,NULL,VID_20220217_111049_F3.png,715,225,NULL
3,baya,2,VID_20220217_111049_F-1.png,711,482,NULL,VID_20220217_111049_F3.png,905,389,NULL
4,baya,2,VID_20220217_111049_F-1.png,628,537,NULL,VID_20220217_111049_F3.png,845,460,NULL
5,baya,2,VID_20220217_111049_F-1.png,642,466,NULL,VID_20220217_111049_F3.png,836,387,NULL
6,val_2,2,VID_20220217_111049_F-1.png,383,261,NULL,VID_20220217_111049_F3.png,516,218,NULL
7,baya,2,VID_20220217_111049_F-1.png,803,462,NULL,VID_20220217_111049_F3.png,953,401,NULL
8,baya,2,VID_20220217_111049_F-1.png,806,505,NULL,VID_20220217_111049_F3.png,978,430,NULL
9,baya,2,VID_20220217_111049_F-1.png,737,504,NULL,VID_20220217_111049_F3.png,911,445,NULL
10,baya,2,VID_20220217_111049_F-1.png,649,383,NULL,VID_20220217_111049_F3.png,818,304,NULL
11,val_1,2,VID_20220217_111049_F-1.png,309,255,NULL,VID_20220217_111049_F3.png,433,216,NULL
12,baya,2,VID_20220217_111049_F-1.png,531,468,NULL,VID_20220217_111049_F3.png,701,429,NULL
13,baya,2,VID_20220217_111049_F-1.png,878,520,NULL,VID_20220217_111049_F3.png,1010,465,NULL
14,baya,2,VID_20220217_111049_F-1.png,889,482,NULL,VID_20220217_111049_F3.png,1024,415,NULL
15,baya,2,VID_20220217_111049_F-1.png,682,445,NULL,VID_20220217_111049_F3.png,870,353,NULL
16,baya,2,VID_20220217_111049_F-1.png,869,501,NULL,VID_20220217_111049_F3.png,1013,441,NULL
17,baya,2,VID_20220217_111049_F-1.png,617,394,NULL,VID_20220217_111049_F3.png,780,330,NULL
18,baya,2,VID_20220217_111049_F-1.png,652,509,NULL,VID_20220217_111049_F3.png,858,426,NULL
19,baya,2,VID_20220217_111049_F-1.png,588,490,NULL,VID_20220217_111049_F3.png,773,430,NULL
20,baya,2,VID_20220217_111049_F-1.png,910,489,NULL,VID_20220217_111049_F3.png,1026,432,NULL
21,cal_2,2,VID_20220217_111049_F-1.png,631,279,NULL,VID_20220217_111049_F3.png,762,226,NULL
22,baya,2,VID_20220217_111049_F-1.png,841,446,NULL,VID_20220217_111049_F3.png,967,400,NULL
23,baya,2,VID_20220217_111049_F-1.png,610,524,NULL,VID_20220217_111049_F3.png,791,489,NULL
24,baya,2,VID_20220217_111049_F-1.png,768,504,NULL,VID_20220217_111049_F3.png,945,433,NULL
25,baya,2,VID_20220217_111049_F-1.png,512,442,NULL,VID_20220217_111049_F3.png,685,389,NULL
26,val_1,2,VID_20220217_111049_F-1.png,359,260,NULL,VID_20220217_111049_F3.png,489,218,NULL
27,baya,2,VID_20220217_111049_F-1.png,572,508,NULL,VID_20220217_111049_F3.png,755,465,NULL
28,baya,2,VID_20220217_111049_F-1.png,716,449,NULL,VID_20220217_111049_F3.png,893,360,NULL
29,baya,2,VID_20220217_111049_F-1.png,757,468,NULL,VID_20220217_111049_F3.png,932,380,NULL
30,baya,2,VID_20220217_111049_F-1.png,529,396,NULL,VID_20220217_111049_F3.png,667,372,NULL
31,baya,2,VID_20220217_111049_F-1.png,658,417,NULL,VID_20220217_111049_F3.png,845,324,NULL
32,val_2,2,VID_20220217_111049_F-1.png,433,264,NULL,VID_20220217_111049_F3.png,568,221,NULL
33,baya,2,VID_20220217_111049_F-1.png,778,473,NULL,VID_20220217_111049_F3.png,939,403,NULL
34,baya,2,VID_20220217_111049_F-1.png,866,458,NULL,VID_20220217_111049_F3.png,997,394,NULL
35,baya,2,VID_20220217_111049_F-1.png,570,411,NULL,VID_20220217_111049_F3.png,731,362,NULL
