track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,baya,2,VID_20220217_111735_F0.png,442,419,23.45169,VID_20220217_111735_F3.png,431,404,NULL
1,baya,2,VID_20220217_111735_F0.png,590,349,21.70477,VID_20220217_111735_F3.png,573,336,NULL
2,baya,2,VID_20220217_111735_F0.png,466,349,21.25285,VID_20220217_111735_F3.png,448,337,NULL
3,cal_1,2,VID_20220217_111735_F0.png,744,543,NULL,VID_20220217_111735_F3.png,755,546,NULL
4,baya,2,VID_20220217_111735_F0.png,405,442,22.37148,VID_20220217_111735_F3.png,402,427,NULL
5,keypoint,2,VID_20220217_111735_F0.png,778,137,NULL,VID_20220217_111735_F3.png,778,104,NULL
6,keypoint,2,VID_20220217_111735_F0.png,656,205,NULL,VID_20220217_111735_F3.png,624,185,NULL
7,keypoint,2,VID_20220217_111735_F0.png,873,295,NULL,VID_20220217_111735_F3.png,873,274,NULL
8,keypoint,2,VID_20220217_111735_F0.png,268,230,NULL,VID_20220217_111735_F3.png,280,229,NULL
9,val_1,2,VID_20220217_111735_F0.png,899,545,NULL,VID_20220217_111735_F3.png,930,562,NULL
10,baya,2,VID_20220217_111735_F0.png,503,327,24.80735,VID_20220217_111735_F3.png,478,311,NULL
11,baya,2,VID_20220217_111735_F0.png,346,390,23.36452,VID_20220217_111735_F3.png,356,377,NULL
12,baya,2,VID_20220217_111735_F0.png,294,399,21.2182,VID_20220217_111735_F3.png,321,385,NULL
13,baya,2,VID_20220217_111735_F0.png,551,438,22.67479,VID_20220217_111735_F3.png,530,428,NULL
14,baya,2,VID_20220217_111735_F0.png,559,481,22.02756,VID_20220217_111735_F3.png,548,469,NULL
15,val_1,2,VID_20220217_111735_F0.png,847,545,NULL,VID_20220217_111735_F3.png,870,557,NULL
16,val_2,2,VID_20220217_111735_F0.png,770,543,NULL,VID_20220217_111735_F3.png,782,549,NULL
17,baya,2,VID_20220217_111735_F0.png,459,389,23.72004,VID_20220217_111735_F3.png,436,372,NULL
18,cal_2,2,VID_20220217_111735_F0.png,692,543,NULL,VID_20220217_111735_F3.png,700,543,NULL
19,baya,2,VID_20220217_111735_F0.png,428,362,22.85013,VID_20220217_111735_F3.png,414,347,NULL
20,baya,2,VID_20220217_111735_F0.png,367,371,21.27225,VID_20220217_111735_F3.png,358,356,NULL
21,baya,2,VID_20220217_111735_F0.png,527,461,20.59422,VID_20220217_111735_F3.png,528,449,NULL
22,baya,2,VID_20220217_111735_F0.png,593,466,19.90789,VID_20220217_111735_F3.png,585,458,NULL
23,baya,2,VID_20220217_111735_F0.png,402,336,23.33871,VID_20220217_111735_F3.png,400,321,NULL
24,val_2,2,VID_20220217_111735_F0.png,821,544,NULL,VID_20220217_111735_F3.png,840,554,NULL
