track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
0,baya,2,VID_20220217_105114_F0.png,626,338,22.91921,VID_20220217_105114_F-1.png,657,451,NULL
1,baya,2,VID_20220217_105114_F0.png,681,354,25.3314,VID_20220217_105114_F-1.png,699,481,NULL
2,val_1,2,VID_20220217_105114_F0.png,265,191,NULL,VID_20220217_105114_F-1.png,361,305,NULL
3,baya,2,VID_20220217_105114_F0.png,812,416,24.38955,VID_20220217_105114_F-1.png,795,522,NULL
4,baya,2,VID_20220217_105114_F0.png,761,355,23.75416,VID_20220217_105114_F-1.png,761,462,NULL
5,cal_1,2,VID_20220217_105114_F0.png,589,191,NULL,VID_20220217_105114_F-1.png,629,318,NULL
6,baya,2,VID_20220217_105114_F0.png,758,400,24.10519,VID_20220217_105114_F-1.png,757,506,NULL
7,baya,2,VID_20220217_105114_F0.png,848,416,21.60093,VID_20220217_105114_F-1.png,827,495,NULL
8,baya,2,VID_20220217_105114_F0.png,581,378,18.36061,VID_20220217_105114_F-1.png,624,489,NULL
9,baya,2,VID_20220217_105114_F0.png,625,411,20.41984,VID_20220217_105114_F-1.png,656,534,NULL
10,baya,2,VID_20220217_105114_F0.png,600,327,21.49465,VID_20220217_105114_F-1.png,636,421,NULL
11,baya,2,VID_20220217_105114_F0.png,706,424,27.4729,VID_20220217_105114_F-1.png,715,537,NULL
12,baya,2,VID_20220217_105114_F0.png,664,413,21.60417,VID_20220217_105114_F-1.png,688,519,NULL
13,val_1,2,VID_20220217_105114_F0.png,324,191,NULL,VID_20220217_105114_F-1.png,410,308,NULL
14,cal_2,2,VID_20220217_105114_F0.png,649,191,NULL,VID_20220217_105114_F-1.png,679,320,NULL
15,val_2,2,VID_20220217_105114_F0.png,353,191,NULL,VID_20220217_105114_F-1.png,434,309,NULL
16,baya,2,VID_20220217_105114_F0.png,575,362,20.86936,VID_20220217_105114_F-1.png,617,441,NULL
17,val_2,2,VID_20220217_105114_F0.png,412,191,NULL,VID_20220217_105114_F-1.png,483,311,NULL
18,keypoint,2,VID_20220217_105114_F0.png,503,569,NULL,VID_20220217_105114_F-1.png,569,609,NULL
19,baya,2,VID_20220217_105114_F0.png,620,378,19.72345,VID_20220217_105114_F-1.png,651,489,NULL
20,keypoint,2,VID_20220217_105114_F0.png,372,650,NULL,VID_20220217_105114_F-1.png,480,623,NULL
21,baya,2,VID_20220217_105114_F0.png,644,380,22.61526,VID_20220217_105114_F-1.png,671,506,NULL
22,baya,2,VID_20220217_105114_F0.png,812,352,23.61228,VID_20220217_105114_F-1.png,799,469,NULL
23,baya,2,VID_20220217_105114_F0.png,720,359,24.51224,VID_20220217_105114_F-1.png,730,475,NULL
24,baya,2,VID_20220217_105114_F0.png,730,439,24.66617,VID_20220217_105114_F-1.png,737,525,NULL
25,keypoint,2,VID_20220217_105114_F0.png,851,651,NULL,VID_20220217_105114_F-1.png,808,676,NULL
26,keypoint,2,VID_20220217_105114_F0.png,960,585,NULL,VID_20220217_105114_F-1.png,890,624,NULL
